Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
audit_list_string;rtld.c;134;0.24687528610229492;0-2;LSB bit-flip;1
relocate_time;rtld.c;306;0.7976894378662109;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;1.0299134254455566;0-2;LSB bit-flip;1
__PRETTY_FUNCTION__;fileops.c;0;1.2178640365600586;0-2;LSB bit-flip;1
__evoke_link_warning_llseek;../sysdeps/unix/sysv/linux/lseek64.c;53;1.2405285835266113;0-2;LSB bit-flip;1
preloadlist;rtld.c;825;0.3501906394958496;0-2;LSB bit-flip;1
__malloc_initialize_hook;malloc.c;1859;0.4186897277832031;0-2;LSB bit-flip;1
audit_list;rtld.c;142;0.38370776176452637;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.6619622707366943;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.791435718536377;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;1.1078567504882812;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.1637957096099854;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.9183123111724854;0-2;LSB bit-flip;1
_dl_argc;rtld.c;82;0.7508773803710938;0-2;LSB bit-flip;1
__GI___libc_enable_secure;../elf/dl-sysdep.c;58;0.9358930587768555;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;1.2912323474884033;0-2;LSB bit-flip;1
preloadlist;rtld.c;825;0.724592924118042;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.5669031143188477;0-2;LSB bit-flip;1
_rtld_global;rtld.c;231;0.7707059383392334;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.8592672348022461;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.7381494045257568;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.7381212711334229;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;1.0569102764129639;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;1.2832350730895996;0-2;LSB bit-flip;1
_dl_argc;rtld.c;82;0.6468229293823242;0-2;LSB bit-flip;1
preloadlist;rtld.c;825;0.9189095497131348;0-2;LSB bit-flip;1
jump_table;vfprintf.c;213;1.4105286598205566;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.5376245975494385;0-2;LSB bit-flip;1
__pointer_chk_guard_local;rtld.c;96;0.721531867980957;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;1.2812540531158447;0-2;LSB bit-flip;1
__GI___libc_enable_secure;../elf/dl-sysdep.c;58;0.504321813583374;0-2;LSB bit-flip;1
audit_list;rtld.c;142;0.5839309692382812;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.744654655456543;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.7303307056427002;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.0324101448059082;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.8851883411407471;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.5804378986358643;0-2;LSB bit-flip;1
_dl_rtld_libname;rtld.c;301;0.9101042747497559;0-2;LSB bit-flip;1
start_time;rtld.c;308;1.0579397678375244;0-2;LSB bit-flip;1
_rtld_global_ro;rtld.c;259;0.6189432144165039;0-2;LSB bit-flip;1
__libc_multiple_libcs;../elf/dl-sysdep.c;60;1.0214519500732422;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.3742256164550781;0-2;LSB bit-flip;1
library_path;rtld.c;823;0.36365771293640137;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.39833593368530273;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;1.3067216873168945;0-2;LSB bit-flip;1
preloadlist;rtld.c;825;0.2527468204498291;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.2093994617462158;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.67203688621521;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;1.3534202575683594;0-2;LSB bit-flip;1
file_size;rtld.c;874;0.7255525588989258;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.6095514297485352;0-2;LSB bit-flip;1
_dl_argc;rtld.c;82;0.27437448501586914;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;2.2428760528564453;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.3938424587249756;0-2;LSB bit-flip;1
arg;fprintf.c;28;1.472881555557251;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.44277524948120117;0-2;LSB bit-flip;1
load_time;rtld.c;307;0.8044853210449219;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;1.173879623413086;0-2;LSB bit-flip;1
start_time;rtld.c;308;0.8685214519500732;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.5652782917022705;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.7422585487365723;0-2;LSB bit-flip;1
load_time;rtld.c;307;0.47387051582336426;0-2;LSB bit-flip;1
__evoke_link_warning_llseek;../sysdeps/unix/sysv/linux/lseek64.c;53;0.9285449981689453;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.1464271545410156;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.8643093109130859;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.6683030128479004;0-2;LSB bit-flip;1
_dl_rtld_libname;rtld.c;301;0.23608160018920898;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.0136451721191406;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.4866056442260742;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.048624038696289;0-2;LSB bit-flip;1
tls_init_tp_called;rtld.c;677;0.3892660140991211;0-2;LSB bit-flip;1
version_info;rtld.c;827;1.1787748336791992;0-2;LSB bit-flip;1
tls_init_tp_called;rtld.c;677;0.682868242263794;0-2;LSB bit-flip;1
free_list_lock;arena.c;81;0.6813993453979492;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.8657777309417725;0-2;LSB bit-flip;1
rtld_total_time;rtld.c;417;0.3726775646209717;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.3593330383300781;0-2;LSB bit-flip;1
_dl_rtld_libname2;rtld.c;302;0.3444204330444336;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.3674616813659668;0-2;LSB bit-flip;1
library_path;rtld.c;823;0.895937442779541;0-2;LSB bit-flip;1
__PRETTY_FUNCTION__;fileops.c;0;0.8080871105194092;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.9796371459960938;0-2;LSB bit-flip;1
any_debug;rtld.c;2322;0.510993242263794;0-2;LSB bit-flip;1
_dl_argc;rtld.c;82;0.2652912139892578;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.525902509689331;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;1.198817253112793;0-2;LSB bit-flip;1
_rtld_global;rtld.c;231;0.3232274055480957;0-2;LSB bit-flip;1
relocate_time;rtld.c;306;0.19760966300964355;0-2;LSB bit-flip;1
_rtld_global;rtld.c;231;0.509103536605835;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.8007080554962158;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.3879060745239258;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.6439764499664307;0-2;LSB bit-flip;1
_rtld_global_ro;rtld.c;259;0.3710792064666748;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;1.1490964889526367;0-2;LSB bit-flip;1
__libc_multiple_libcs;../elf/dl-sysdep.c;60;0.556365966796875;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.835688591003418;0-2;LSB bit-flip;1
audit_list_string;rtld.c;134;0.8834233283996582;0-2;LSB bit-flip;1
start_time;rtld.c;308;1.0314557552337646;0-2;LSB bit-flip;1
audit_list;rtld.c;142;0.6272478103637695;0-2;LSB bit-flip;1
file_size;rtld.c;874;0.5959954261779785;0-2;LSB bit-flip;1
_dl_rtld_libname;rtld.c;301;0.6271102428436279;0-2;LSB bit-flip;1
any_debug;rtld.c;2322;0.6782350540161133;0-2;LSB bit-flip;1
any_debug;rtld.c;2322;1.1969373226165771;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.5677170753479004;0-2;LSB bit-flip;1
_rtld_global_ro;rtld.c;259;0.21094083786010742;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.4261627197265625;0-2;LSB bit-flip;1
_dl_argc;rtld.c;82;0.27205872535705566;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.45575451850891113;0-2;LSB bit-flip;1
list_all_lock;genops.c;36;1.4631879329681396;0-2;LSB bit-flip;1
__GI__dl_argv;rtld.c;83;0.659430980682373;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.7854833602905273;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.8961181640625;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.5669417381286621;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.8786716461181641;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.5374624729156494;0-2;LSB bit-flip;1
__PRETTY_FUNCTION__;fileops.c;0;0.6969466209411621;0-2;LSB bit-flip;1
__PRETTY_FUNCTION__;fileops.c;0;0.9879035949707031;0-2;LSB bit-flip;1
_dl_argc;rtld.c;82;0.4869823455810547;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.8705251216888428;0-2;LSB bit-flip;1
__GI__IO_file_jumps;fileops.c;1455;0.525773286819458;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;1.153489351272583;0-2;LSB bit-flip;1
__GI___libc_enable_secure;../elf/dl-sysdep.c;58;1.1438391208648682;0-2;LSB bit-flip;1
version_info;rtld.c;827;0.8768703937530518;0-2;LSB bit-flip;1
relocate_time;rtld.c;306;0.8204877376556396;0-2;LSB bit-flip;1
__pointer_chk_guard_local;rtld.c;96;1.0036540031433105;0-2;LSB bit-flip;1
_IO_file_jumps_maybe_mmap;fileops.c;1504;0.9016463756561279;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.846820592880249;0-2;LSB bit-flip;1
_IO_file_jumps_mmap;fileops.c;1480;0.7439184188842773;0-2;LSB bit-flip;1
