Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
__GI__IO_file_jumps;fileops.c;1537;0.3753540515899658;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;1.028550148010254;0-2;Double bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.7015652656555176;0-2;Double bit-flip
_IO_file_jumps_mmap;fileops.c;1562;1.1523504257202148;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.1459851264953613;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;1.2467992305755615;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;0.47958993911743164;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;0.602787971496582;0-2;Double bit-flip
_IO_file_jumps;fileops.c;1560;0.721250057220459;0-2;Double bit-flip
_IO_file_jumps_maybe_mmap;fileops.c;1586;1.2390401363372803;0-2;Double bit-flip
__GI__IO_file_jumps;fileops.c;1537;0.6466119289398193;0-2;Double bit-flip
